week_start,D_tomaten,D_salat,D_gurken,D_paprika
2024-05-27,68.41987535348991,61.419875353489914,52.919875353489886,43.919875353489914
2024-06-03,45.871794871794926,47.37179487179495,46.87179487179495,41.37179487179493
2024-06-10,44.91941391941398,46.41941391941399,45.91941391941399,40.419413919413984
2024-06-17,44.77289377289383,46.272893772893845,45.772893772893845,40.27289377289384
2024-06-24,47.19047619047625,48.69047619047626,48.19047619047626,42.690476190476254
2024-07-01,56.98397791759247,61.483977917592455,59.48397791759241,38.98397791759245
2024-07-08,53.17445410806866,57.67445410806865,55.674454108068616,35.174454108068645
2024-07-15,57.05723799085254,61.55723799085253,59.557237990852485,39.05723799085252
2024-07-22,57.350278283892834,61.85027828389282,59.85027828389279,39.35027828389281
2024-07-29,55.1158460494606,59.6158460494606,57.61584604946055,37.11584604946058
2024-08-05,61.72893772893781,62.72893772893781,25.22893772893781,45.2289377289378
2024-08-12,62.241758241758326,63.24175824175832,25.741758241758323,45.74175824175831
2024-08-19,63.45054945054953,64.45054945054952,26.95054945054953,46.95054945054952
2024-08-26,62.53479853479862,63.53479853479861,26.034798534798615,46.034798534798604
2024-09-02,61.827838827838846,67.32783882783882,33.82783882783884,59.32783882783885
2024-09-09,62.92673992673994,68.42673992673993,34.92673992673995,60.426739926739955
2024-09-16,55.74725274725276,61.24725274725273,27.74725274725276,53.24725274725277
2024-09-23,58.238095238095255,63.73809523809524,30.23809523809525,55.738095238095276
2024-09-30,55.380952380952394,60.880952380952365,27.380952380952394,52.88095238095241
2024-10-07,59.622710622710585,61.622710622710606,33.12271062271059,57.622710622710635
2024-10-14,60.42857142857139,62.42857142857142,33.9285714285714,58.42857142857144
2024-10-21,60.50183150183146,62.5018315018315,34.001831501831475,58.50183150183151
2024-10-28,59.98901098901095,61.989010989010985,33.489010989010964,57.989010989011
2024-11-04,64.67353123991673,66.67353123991671,62.67353123991671,62.67353123991668
2024-11-11,59.5453261117116,61.545326111711596,57.54532611171159,57.54532611171156
2024-11-18,60.49770706409255,62.497707064092545,58.49770706409254,58.49770706409251
2024-11-25,59.36217592856142,61.36217592856141,57.36217592856141,57.36217592856138
2024-12-02,54.481684981684964,62.481684981684914,34.98168498168494,64.98168498168496
2024-12-09,54.18864468864467,62.18864468864462,34.68864468864465,64.68864468864466
2024-12-16,53.309523809523796,61.30952380952374,33.80952380952377,63.80952380952378
2024-12-23,56.16666666666666,64.1666666666666,36.66666666666663,66.66666666666664
2024-12-30,52.650183150183125,60.65018315018308,33.15018315018311,63.150183150183125
2025-01-06,65.71382428020976,74.21382428020976,54.71382428020978,66.71382428020976
2025-01-13,64.2486228150083,72.7486228150083,53.24862281500832,65.2486228150083
2025-01-20,64.10210266848816,72.60210266848816,53.10210266848817,65.10210266848816
2025-01-27,66.95924552563102,75.45924552563102,55.95924552563103,67.95924552563102
2025-02-03,64.17582417582418,59.17582417582413,51.67582417582416,61.175824175824175
2025-02-10,62.34432234432234,57.34432234432231,49.844322344322336,59.34432234432235
2025-02-17,60.586080586080584,55.58608058608054,48.08608058608057,57.58608058608059
2025-02-24,61.53846153846154,56.53846153846149,49.038461538461526,58.53846153846154
2025-03-03,62.53113553113554,65.53113553113552,47.03113553113555,53.53113553113552
2025-03-10,65.20512820512822,68.20512820512819,49.70512820512822,56.2051282051282
2025-03-17,61.542124542124554,64.54212454212454,46.042124542124554,52.542124542124526
2025-03-24,64.43589743589743,67.43589743589742,48.93589743589745,55.43589743589742
2025-03-31,65.27838827838829,68.27838827838826,49.77838827838829,56.27838827838827
2025-04-07,60.864468864468954,59.86446886446891,52.364468864468925,40.36446886446891
2025-04-14,63.13553113553123,62.13553113553119,54.6355311355312,42.63553113553118
2025-04-21,65.47985347985357,64.47985347985352,56.979853479853546,44.979853479853524
2025-04-28,63.721611721611815,62.72161172161177,55.22161172161179,43.22161172161177
