week_start,basket_index
2025-01-20,53.55210266848816
2025-01-27,47.35924552563102
2025-02-03,46.400824175824155
2025-02-10,42.869322344322335
2025-02-17,43.76108058608057
2025-02-24,40.66346153846153
2025-03-03,39.356135531135536
2025-03-10,44.305128205128206
2025-03-17,39.517124542124535
2025-03-24,44.46089743589744
2025-03-31,40.97838827838828
2025-04-07,34.46446886446893
2025-04-14,43.03553113553121
2025-04-21,43.70485347985354
2025-04-28,38.396611721611784
2025-05-05,37.90925264286717
2025-05-12,33.55797059158512
2025-05-19,32.29927095788548
2025-05-26,33.187091470705994
2025-06-02,34.18635531135534
2025-06-09,33.92939560439564
2025-06-16,30.231776556776584
2025-06-23,37.70631868131871
2025-06-30,37.70686813186816
2025-07-07,42.03983872345325
2025-07-14,36.11923432784885
2025-07-21,36.97573615935068
2025-07-28,32.71639550001002
2025-08-04,41.288644688644744
2025-08-11,41.02655677655683
2025-08-18,49.12087912087917
2025-08-25,40.18571428571434
2025-09-01,50.65677655677656
2025-09-08,47.62765567765569
2025-09-15,40.88745421245422
2025-09-22,44.555494505494515
2025-09-29,43.05705128205129
2025-10-06,45.96163003663002
2025-10-13,50.01117216117214
2025-10-20,39.027289377289364
2025-10-27,46.304670329670316
2025-11-03,44.92527116665666
2025-11-10,44.792029408414905
2025-11-17,43.446058712444206
2025-11-24,36.93058252196802
2025-12-01,49.85430402930401
2025-12-08,47.499084249084234
2025-12-15,44.47600732600731
2025-12-22,52.72179487179486
2025-12-29,51.60412087912088
2026-01-05,46.05265211903761
2026-01-12,45.161901203286696
2026-01-19,
2026-01-26,
2026-02-02,
2026-02-09,
2026-02-16,
2026-02-23,
2026-03-02,
2026-03-09,
2026-03-16,
2026-03-23,
