date,consumer_confidence,cpi_index,inflation_rate,food_price_index,consumer_confidence_mom_change,cpi_index_mom_change,inflation_rate_mom_change,food_price_index_mom_change,economic_sentiment,inflation_category
1997-08-01,,,,77.0,,,,-0.773195876288657,neutral,
1997-09-01,,,,76.9,,,,-0.12987012987012436,neutral,
1997-10-01,,,,76.8,,,,-0.13003901170351995,neutral,
1997-11-01,,,,77.0,,,,0.26041666666667407,neutral,
1997-12-01,,,,77.4,,,,0.5194805194805197,neutral,
1998-01-01,,,,78.2,,,,1.033591731266137,neutral,
1998-02-01,,,,78.2,,,,0.0,neutral,
1998-03-01,,,,77.9,,,,-0.38363171355498826,neutral,
1998-04-01,,,,78.3,,,,0.5134788189987027,neutral,
1998-05-01,,,,78.8,,,,0.638569604086836,neutral,
1998-06-01,,,,78.9,,,,0.12690355329949554,neutral,
1998-07-01,,,,78.3,,,,-0.7604562737642651,neutral,
1998-08-01,,,,77.6,,,,-0.8939974457215838,neutral,
