time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,sunshine_duration,et0_fao_evapotranspiration,is_forecast,day_of_year,temp_historical_mean,precip_historical_mean,temp_anomaly,precip_anomaly,temp_anomaly_category,temp_range,is_rainy,is_hot,is_cold,is_windy,month,season,day_of_week,is_weekend
2023-02-01,5.5,1.9,3.7,4.8,4.2,0.42,9.0,30.3,59.0,4769.19,0.63,False,32,3.25,1.9,0.4500000000000002,2.9,normal,3.6,True,False,True,False,2,winter,2,False
2023-02-02,5.8,-1.8,3.2,0.7,0.7,0.0,6.0,34.8,59.4,21248.58,0.84,False,33,3.475,0.675,-0.2749999999999999,0.02499999999999991,normal,7.6,False,False,True,False,2,winter,3,False
2023-02-03,8.1,1.0,5.2,8.6,7.8,0.56,15.0,40.3,76.0,10849.06,0.71,False,34,4.3,2.8499999999999996,0.9000000000000004,5.75,normal,7.1,True,False,True,True,2,winter,4,False
2023-02-04,3.7,-5.3,0.7,0.1,0.1,0.0,1.0,28.7,51.5,24018.45,0.76,False,35,2.2750000000000004,0.19999999999999998,-1.5750000000000004,-0.09999999999999998,normal,9.0,False,False,True,False,2,winter,5,True
2023-02-05,1.2,-5.7,-3.0,0.0,0.0,0.0,0.0,12.5,23.8,14284.62,0.52,False,36,2.1666666666666665,4.066666666666666,-5.166666666666666,-4.066666666666666,very_cold,6.9,False,False,True,False,2,winter,6,True
2023-02-06,0.7,-5.9,-2.9,0.7,0.0,0.49,5.0,14.8,26.6,8531.44,0.33,False,37,3.133333333333333,0.7333333333333334,-6.033333333333333,-0.03333333333333344,very_cold,6.6000000000000005,False,False,True,False,2,winter,0,False
2023-02-07,1.0,-7.8,-3.8,0.0,0.0,0.0,0.0,9.8,13.7,28991.92,0.56,False,38,0.8000000000000002,3.0,-4.6,-3.0,cold,8.8,False,False,True,False,2,winter,1,False
2023-02-08,1.5,-6.1,-3.1,0.0,0.0,0.0,0.0,15.3,28.1,29637.65,0.72,False,39,-0.10000000000000009,0.9333333333333332,-3.0,-0.9333333333333332,cold,7.6,False,False,True,False,2,winter,2,False
2023-02-09,2.9,-4.8,-1.9,0.0,0.0,0.0,0.0,19.8,36.4,28746.58,1.03,False,40,0.7000000000000001,4.7,-2.6,-4.7,cold,7.699999999999999,False,False,True,False,2,winter,3,False
2023-02-10,5.9,-1.2,2.1,0.0,0.0,0.0,0.0,20.8,35.6,4068.16,0.65,False,41,3.533333333333333,1.8333333333333333,-1.4333333333333331,-1.8333333333333333,normal,7.1000000000000005,False,False,True,False,2,winter,4,False
2023-02-11,7.7,1.5,5.7,0.2,0.2,0.0,2.0,25.0,42.5,0.0,0.51,False,42,4.1000000000000005,1.8333333333333333,1.5999999999999996,-1.6333333333333333,normal,6.2,False,False,True,False,2,winter,5,True
2023-02-12,7.9,5.7,6.5,0.0,0.0,0.0,0.0,12.7,23.8,0.0,0.34,False,43,3.533333333333333,1.9000000000000001,2.966666666666667,-1.9000000000000001,warm,2.2,False,False,False,False,2,winter,6,True
2023-02-13,7.5,2.9,5.9,0.1,0.1,0.0,1.0,14.4,27.4,0.0,0.41,False,44,3.033333333333333,2.1666666666666665,2.866666666666667,-2.0666666666666664,warm,4.6,False,False,True,False,2,winter,0,False
2023-02-14,6.9,-0.4,3.2,0.0,0.0,0.0,0.0,7.9,17.3,23181.92,0.65,False,45,2.866666666666667,2.266666666666667,0.33333333333333304,-2.266666666666667,normal,7.300000000000001,False,False,True,False,2,winter,1,False
2023-02-15,7.8,-2.3,1.2,0.0,0.0,0.0,0.0,12.1,20.9,30329.9,0.78,False,46,3.1999999999999993,0.5333333333333333,-1.9999999999999993,-0.5333333333333333,normal,10.1,False,False,True,False,2,winter,2,False
2023-02-16,10.1,-1.1,4.1,0.3,0.3,0.0,2.0,14.0,26.3,26503.13,1.02,False,47,3.966666666666667,0.7999999999999999,0.13333333333333286,-0.49999999999999994,normal,11.2,False,False,True,False,2,winter,3,False
2023-02-17,11.9,5.9,8.4,3.4,3.4,0.0,15.0,37.3,70.9,0.0,0.7,False,48,3.3000000000000007,1.8,5.1,1.5999999999999999,very_warm,6.0,True,False,False,False,2,winter,4,False
2023-02-18,9.9,4.9,6.5,12.3,12.3,0.0,10.0,36.4,70.6,238.53,0.69,False,49,1.6666666666666667,4.4,4.833333333333333,7.9,warm,5.0,True,False,True,False,2,winter,5,True
2023-02-19,6.8,0.9,4.1,2.4,2.4,0.0,7.0,23.8,42.5,28240.37,1.02,False,50,1.7999999999999998,2.8000000000000003,2.3,-0.40000000000000036,warm,5.8999999999999995,True,False,True,False,2,winter,6,True
2023-02-20,9.5,1.9,6.8,1.0,1.0,0.0,7.0,39.9,72.7,4110.6,1.1,False,51,3.6,0.7000000000000001,3.1999999999999997,0.29999999999999993,warm,7.6,False,False,True,False,2,winter,0,False
2023-02-21,11.1,5.4,8.5,1.5,1.5,0.0,8.0,30.2,51.5,14848.24,1.02,False,52,6.233333333333333,1.1666666666666667,2.2666666666666666,0.33333333333333326,warm,5.699999999999999,True,False,False,False,2,winter,1,False
2023-02-22,9.9,3.8,6.8,0.0,0.0,0.0,0.0,16.6,27.7,7721.67,0.91,False,53,6.766666666666667,1.7666666666666666,0.033333333333333215,-1.7666666666666666,normal,6.1000000000000005,False,False,True,False,2,winter,2,False
2023-02-23,10.6,3.2,6.8,0.7,0.7,0.0,4.0,17.5,28.8,11358.63,0.83,False,54,6.8999999999999995,0.2333333333333333,-0.09999999999999964,0.4666666666666667,normal,7.3999999999999995,False,False,True,False,2,winter,3,False
2023-02-24,6.5,1.1,3.2,2.3,2.1,0.14,9.0,27.1,48.6,0.0,0.53,False,55,4.8,0.7666666666666666,-1.5999999999999996,1.5333333333333332,normal,5.4,True,False,True,False,2,winter,4,False
2023-02-25,3.7,-0.9,1.6,5.7,3.3,1.68,22.0,26.9,46.4,0.0,0.54,False,56,4.833333333333333,3.233333333333333,-3.233333333333333,2.4666666666666672,cold,4.6000000000000005,True,False,True,False,2,winter,5,True
2023-02-26,3.0,-3.2,-0.1,1.3,0.0,0.91,2.0,21.4,37.8,33842.2,1.06,False,57,3.466666666666667,1.7333333333333334,-3.566666666666667,-0.43333333333333335,cold,6.2,True,False,True,False,2,winter,6,True
2023-02-27,3.8,-4.1,0.1,0.7,0.0,0.49,5.0,11.2,23.0,24546.35,0.89,False,58,3.6666666666666665,0.6666666666666666,-3.5666666666666664,0.033333333333333326,cold,7.8999999999999995,False,False,True,False,2,winter,0,False
2023-02-28,4.7,-4.0,0.3,0.1,0.0,0.07,1.0,9.5,18.0,34352.47,1.13,False,59,2.3000000000000003,1.1,-2.0000000000000004,-1.0,cold,8.7,False,False,True,False,2,winter,1,False
2023-03-01,7.3,-5.8,0.0,0.0,0.0,0.0,0.0,8.3,14.4,33758.12,1.25,False,60,2.3000000000000003,0.06666666666666667,-2.3000000000000003,-0.06666666666666667,cold,13.1,False,False,True,False,3,spring,2,False
2023-03-02,5.3,-3.7,0.0,0.0,0.0,0.0,0.0,10.4,19.8,25932.53,0.89,False,61,3.5,0.0,-3.5,0.0,cold,9.0,False,False,True,False,3,spring,3,False
2023-03-03,3.8,-3.2,-0.0,0.0,0.0,0.0,0.0,17.0,28.1,9869.23,0.62,False,62,4.5,0.2333333333333333,-4.5,-0.2333333333333333,cold,7.0,False,False,True,False,3,spring,4,False
2023-03-04,6.1,-0.3,3.3,0.6,0.6,0.0,6.0,25.1,44.3,599.67,0.8,False,63,5.866666666666667,0.19999999999999998,-2.5666666666666673,0.4,cold,6.3999999999999995,False,False,True,False,3,spring,5,True
2023-03-05,3.9,-1.0,1.3,0.4,0.2,0.14,4.0,26.6,46.4,27352.92,1.08,False,64,5.733333333333333,0.16666666666666666,-4.433333333333334,0.23333333333333336,cold,4.9,False,False,True,False,3,spring,6,True
2023-03-06,3.7,-2.5,0.9,3.2,0.5,1.89,9.0,18.7,31.0,15485.89,0.76,False,65,4.466666666666667,1.1333333333333335,-3.566666666666667,2.0666666666666664,cold,6.2,True,False,True,False,3,spring,0,False
2023-03-07,4.7,-2.4,1.3,3.6,2.3,0.91,10.0,27.4,51.8,0.0,0.51,False,66,4.366666666666667,1.2666666666666668,-3.0666666666666673,2.333333333333333,cold,7.1,True,False,True,False,3,spring,1,False
2023-03-08,3.5,-2.0,0.8,1.3,0.6,0.49,9.0,14.7,26.6,14855.16,0.7,False,67,4.433333333333334,0.5333333333333333,-3.6333333333333337,0.7666666666666667,cold,5.5,True,False,True,False,3,spring,2,False
2023-03-09,2.0,0.2,0.9,5.6,0.7,3.43,21.0,17.9,30.2,0.0,0.38,False,68,3.8666666666666667,1.8666666666666665,-2.966666666666667,3.7333333333333334,cold,1.8,True,False,True,False,3,spring,3,False
2023-03-10,9.7,0.4,3.2,10.3,10.3,0.0,15.0,19.1,36.4,11244.3,0.58,False,69,5.0,3.7000000000000006,-1.7999999999999998,6.6,normal,9.299999999999999,True,False,True,False,3,spring,4,False
2023-03-11,3.3,-0.4,1.2,8.6,1.6,4.9,13.0,28.3,49.7,30578.24,1.17,False,70,4.566666666666666,2.8666666666666667,-3.3666666666666663,5.7333333333333325,cold,3.6999999999999997,True,False,True,False,3,spring,5,True
2023-03-12,6.1,-2.2,2.0,1.7,1.2,0.35,7.0,20.9,35.3,19966.55,1.1,False,71,5.566666666666666,1.2666666666666666,-3.5666666666666664,0.43333333333333335,cold,8.3,True,False,True,False,3,spring,6,True
2023-03-13,15.3,6.1,10.2,5.0,5.0,0.0,10.0,28.8,50.4,15274.3,1.21,False,72,7.5,1.7,2.6999999999999993,3.3,warm,9.200000000000001,True,False,False,False,3,spring,0,False
2023-03-14,13.6,2.2,9.1,5.5,5.4,0.07,4.0,33.3,65.5,32083.6,1.74,False,73,7.133333333333333,2.033333333333333,1.9666666666666668,3.466666666666667,normal,11.399999999999999,True,False,True,False,3,spring,1,False
2023-03-15,6.4,-0.6,2.5,0.5,0.5,0.0,5.0,22.3,39.6,35373.19,1.52,False,74,5.666666666666667,0.4666666666666666,-3.166666666666667,0.03333333333333338,cold,7.0,False,False,True,False,3,spring,2,False
2023-03-16,8.6,-2.2,3.2,0.0,0.0,0.0,0.0,17.8,29.2,38377.38,2.0,False,75,5.966666666666666,0.19999999999999998,-2.7666666666666657,-0.19999999999999998,cold,10.8,False,False,True,False,3,spring,3,False
2023-03-17,13.0,3.0,7.2,0.0,0.0,0.0,0.0,20.4,36.0,26919.94,2.48,False,76,6.166666666666667,0.4666666666666666,1.0333333333333332,-0.4666666666666666,normal,10.0,False,False,True,False,3,spring,4,False
2023-03-18,17.2,5.3,10.2,0.3,0.3,0.0,2.0,14.8,24.5,38544.59,2.1,False,77,5.533333333333332,0.09999999999999999,4.666666666666667,0.2,warm,11.899999999999999,False,False,False,False,3,spring,5,True
2023-03-19,15.3,4.9,9.6,6.3,6.3,0.0,5.0,16.0,31.0,28800.0,1.72,False,78,4.866666666666666,2.1,4.733333333333333,4.199999999999999,warm,10.4,True,False,True,False,3,spring,6,True
2023-03-20,11.7,6.2,8.9,1.4,1.4,0.0,4.0,20.9,37.8,11746.34,1.09,False,79,6.166666666666667,0.4666666666666666,2.7333333333333334,0.9333333333333333,warm,5.499999999999999,True,False,False,False,3,spring,0,False
2023-03-21,11.1,6.3,8.7,2.9,2.9,0.0,3.0,13.0,23.8,0.0,0.72,False,80,8.6,0.9666666666666667,0.09999999999999964,1.9333333333333331,normal,4.8,True,False,False,False,3,spring,1,False
2023-03-22,15.8,8.0,11.5,0.8,0.8,0.0,4.0,26.0,48.6,33605.48,2.01,False,81,10.1,2.5,1.4000000000000004,-1.7,normal,7.800000000000001,False,False,False,False,3,spring,2,False
2023-03-23,14.9,9.3,11.7,4.0,4.0,0.0,9.0,27.8,51.1,22485.41,1.74,False,82,10.266666666666666,3.033333333333333,1.4333333333333336,0.9666666666666668,normal,5.6,True,False,False,False,3,spring,3,False
2023-03-24,15.8,7.8,11.7,1.7,1.7,0.0,8.0,31.5,54.0,18046.1,1.67,False,83,9.299999999999999,2.6333333333333333,2.4000000000000004,-0.9333333333333333,warm,8.0,True,False,False,False,3,spring,4,False
2023-03-25,11.9,7.3,8.9,5.3,5.3,0.0,10.0,26.4,51.5,32217.06,1.74,False,84,7.266666666666667,4.2,1.6333333333333337,1.0999999999999996,normal,4.6000000000000005,True,False,False,False,3,spring,5,True
2023-03-26,10.8,4.9,7.8,1.9,1.9,0.0,11.0,26.9,45.7,23062.14,1.56,False,85,7.066666666666666,1.7333333333333334,0.7333333333333334,0.16666666666666652,normal,5.9,True,False,True,False,3,spring,6,True
2023-03-27,6.2,0.2,3.5,1.9,0.7,0.84,11.0,27.1,45.0,38024.44,1.93,False,86,5.5,0.6333333333333333,-2.0,1.2666666666666666,cold,6.0,True,False,True,False,3,spring,0,False
2023-03-28,6.9,-0.8,2.7,0.2,0.0,0.14,2.0,28.8,50.4,41766.67,1.88,False,87,7.066666666666666,0.06666666666666667,-4.366666666666666,0.13333333333333336,cold,7.7,False,False,True,False,3,spring,1,False
2023-03-29,10.5,0.2,5.8,0.0,0.0,0.0,0.0,22.2,40.0,27464.92,1.6,False,88,7.966666666666666,0.4666666666666666,-2.166666666666666,-0.4666666666666666,cold,10.3,False,False,True,False,3,spring,2,False
2023-03-30,16.8,7.0,10.7,5.4,5.4,0.0,6.0,25.3,47.2,25142.32,1.66,False,89,8.633333333333333,4.466666666666667,2.0666666666666664,0.9333333333333336,warm,9.8,True,False,False,False,3,spring,3,False
2023-03-31,13.2,7.2,9.7,8.3,8.3,0.0,12.0,22.5,40.7,17582.05,1.17,False,90,10.333333333333334,3.1666666666666665,-0.6333333333333346,5.133333333333335,normal,5.999999999999999,True,False,False,False,3,spring,4,False
2023-04-01,9.2,2.7,7.2,6.3,6.3,0.0,24.0,23.7,40.0,0.0,0.63,False,91,9.299999999999999,2.1,-2.0999999999999988,4.199999999999999,cold,6.499999999999999,True,False,True,False,4,spring,5,True
2023-04-02,7.8,0.4,4.0,0.0,0.0,0.0,0.0,26.1,46.1,29110.69,1.92,False,92,8.4,0.0,-4.4,0.0,cold,7.3999999999999995,False,False,True,False,4,spring,6,True
2023-04-03,3.8,-1.4,1.7,0.0,0.0,0.0,0.0,24.2,43.2,14667.42,1.39,False,93,7.599999999999999,1.0666666666666667,-5.899999999999999,-1.0666666666666667,very_cold,5.199999999999999,False,False,True,False,4,spring,0,False
2023-04-04,5.8,-3.5,1.5,0.0,0.0,0.0,0.0,13.5,25.2,22327.72,1.54,False,94,7.833333333333333,1.7666666666666666,-6.333333333333333,-1.7666666666666666,very_cold,9.3,False,False,True,False,4,spring,1,False
2023-04-05,7.2,-2.8,2.0,1.6,1.3,0.21,7.0,12.6,27.0,39283.58,1.54,False,95,6.466666666666666,2.6,-4.466666666666666,-1.0,cold,10.0,True,False,True,False,4,spring,2,False
2023-04-06,9.8,-3.0,4.0,0.0,0.0,0.0,0.0,13.2,27.7,38054.78,2.15,False,96,7.166666666666667,0.7999999999999999,-3.166666666666667,-0.7999999999999999,cold,12.8,False,False,True,False,4,spring,3,False
2023-04-07,5.6,-1.0,3.3,1.6,1.6,0.0,11.0,15.2,28.4,0.0,0.85,False,97,8.9,0.5666666666666668,-5.6000000000000005,1.0333333333333332,very_cold,6.6,True,False,True,False,4,spring,4,False
2023-04-08,11.6,3.3,7.2,0.2,0.2,0.0,2.0,15.5,29.5,35123.09,1.73,False,98,11.033333333333333,0.06666666666666667,-3.833333333333333,0.13333333333333336,cold,8.3,False,False,True,False,4,spring,5,True
2023-04-09,12.4,0.0,6.2,0.0,0.0,0.0,0.0,10.5,19.1,33774.71,1.99,False,99,11.266666666666666,0.10000000000000002,-5.0666666666666655,-0.10000000000000002,very_cold,12.4,False,False,True,False,4,spring,6,True
2023-04-10,15.4,1.9,9.1,0.0,0.0,0.0,0.0,20.9,37.1,42310.06,2.73,False,100,11.833333333333334,0.16666666666666666,-2.7333333333333343,-0.16666666666666666,cold,13.5,False,False,True,False,4,spring,0,False
2023-04-11,12.1,3.2,9.0,5.8,5.8,0.0,11.0,28.9,48.6,28273.96,2.12,False,101,10.066666666666668,2.3333333333333335,-1.0666666666666682,3.4666666666666663,normal,8.899999999999999,True,False,True,False,4,spring,1,False
2023-04-12,14.6,-0.2,7.9,2.9,2.9,0.0,6.0,23.1,42.1,28849.82,2.56,False,102,10.6,0.9666666666666667,-2.6999999999999993,1.9333333333333331,cold,14.799999999999999,True,False,True,False,4,spring,2,False
2023-04-13,12.7,5.6,9.1,0.0,0.0,0.0,0.0,16.8,31.0,27889.87,1.88,False,103,13.133333333333333,0.0,-4.033333333333333,0.0,cold,7.1,False,False,False,False,4,spring,3,False
2023-04-14,8.7,6.1,7.4,9.9,9.9,0.0,19.0,21.2,37.8,0.0,0.66,False,104,13.233333333333334,3.5,-5.833333333333334,6.4,very_cold,2.5999999999999996,True,False,False,False,4,spring,4,False
2023-04-15,11.1,7.1,9.4,3.8,3.8,0.0,15.0,23.1,41.0,2416.66,0.82,False,105,13.4,1.3333333333333333,-4.0,2.466666666666667,cold,4.0,True,False,False,False,4,spring,5,True
2023-04-16,10.6,7.4,9.1,1.6,1.6,0.0,14.0,16.9,31.7,655.39,0.84,False,106,12.699999999999998,2.1999999999999997,-3.599999999999998,-0.5999999999999996,cold,3.1999999999999993,True,False,False,False,4,spring,6,True
2023-04-17,11.1,4.4,7.4,3.2,3.2,0.0,7.0,17.3,30.6,22372.4,1.51,False,107,11.366666666666667,1.8,-3.966666666666667,1.4000000000000001,cold,6.699999999999999,True,False,True,False,4,spring,0,False
2023-04-18,13.6,3.3,8.0,0.1,0.1,0.0,1.0,21.9,38.2,22873.78,1.84,False,108,8.833333333333334,1.2,-0.8333333333333339,-1.0999999999999999,normal,10.3,False,False,True,False,4,spring,1,False
2023-04-19,11.4,3.3,6.6,4.2,4.2,0.0,8.0,26.8,51.1,29957.94,2.31,False,109,7.3,3.3000000000000003,-0.7000000000000002,0.8999999999999999,normal,8.100000000000001,True,False,True,False,4,spring,2,False
2023-04-20,14.9,4.1,9.3,1.3,1.3,0.0,7.0,19.8,35.3,35204.71,1.96,False,110,9.233333333333334,2.4666666666666663,0.06666666666666643,-1.1666666666666663,normal,10.8,True,False,True,False,4,spring,3,False
2023-04-21,18.7,7.9,13.0,0.0,0.0,0.0,0.0,21.7,38.9,47278.38,3.82,False,111,10.9,1.3,2.0999999999999996,-1.3,warm,10.799999999999999,False,False,False,False,4,spring,4,False
2023-04-22,20.6,7.0,13.8,0.0,0.0,0.0,0.0,16.4,30.6,47618.57,4.07,False,112,10.200000000000001,2.0,3.5999999999999996,-2.0,warm,13.600000000000001,False,False,False,False,4,spring,5,True
2023-04-23,16.4,9.9,13.0,3.3,3.3,0.0,9.0,16.2,32.0,24766.3,1.92,False,113,9.333333333333334,2.1666666666666665,3.666666666666666,1.1333333333333333,warm,6.499999999999998,True,False,False,False,4,spring,6,True
2023-04-24,15.9,7.9,12.1,0.6,0.6,0.0,3.0,25.8,43.9,45929.61,2.91,False,114,9.700000000000001,0.19999999999999998,2.3999999999999986,0.4,warm,8.0,False,False,False,False,4,spring,0,False
2023-04-25,10.4,4.9,8.0,0.0,0.0,0.0,0.0,24.8,44.3,20304.93,2.33,False,115,8.333333333333334,0.16666666666666666,-0.3333333333333339,-0.16666666666666666,normal,5.5,False,False,True,False,4,spring,1,False
2023-04-26,9.8,2.4,6.3,0.5,0.5,0.0,5.0,23.6,42.5,34823.44,2.42,False,116,7.166666666666667,0.9666666666666667,-0.8666666666666671,-0.4666666666666667,normal,7.4,False,False,True,False,4,spring,2,False
2023-04-27,10.1,1.9,6.4,0.4,0.4,0.0,4.0,17.0,32.8,37212.55,2.24,False,117,8.533333333333333,0.16666666666666666,-2.133333333333333,0.23333333333333336,cold,8.2,False,False,True,False,4,spring,3,False
2023-04-28,15.4,1.7,9.6,0.0,0.0,0.0,0.0,18.9,34.9,30211.34,2.51,False,118,11.933333333333332,0.0,-2.333333333333332,0.0,cold,13.700000000000001,False,False,True,False,4,spring,4,False
2023-04-29,14.6,7.3,11.1,0.5,0.5,0.0,4.0,21.7,37.4,16770.15,1.8,False,119,14.266666666666666,0.16666666666666666,-3.166666666666666,0.33333333333333337,cold,7.3,False,False,False,False,4,spring,5,True
2023-04-30,13.1,3.6,8.2,0.0,0.0,0.0,0.0,12.2,24.5,49310.39,3.2,False,120,13.5,0.09999999999999999,-5.300000000000001,-0.09999999999999999,very_cold,9.5,False,False,True,False,4,spring,6,True
2023-05-01,17.4,2.8,10.6,0.0,0.0,0.0,0.0,14.4,29.2,47952.1,3.44,False,121,16.033333333333335,0.0,-5.433333333333335,0.0,very_cold,14.599999999999998,False,False,True,False,5,spring,0,False
2023-05-02,12.8,8.1,10.6,0.4,0.4,0.0,4.0,20.2,38.2,23260.12,2.27,False,122,16.900000000000002,0.3333333333333333,-6.3000000000000025,0.06666666666666671,very_cold,4.700000000000001,False,False,False,False,5,spring,1,False
2023-05-03,14.9,4.1,9.7,0.0,0.0,0.0,0.0,11.2,20.5,49918.29,3.14,False,123,14.666666666666666,0.3333333333333333,-4.966666666666667,-0.3333333333333333,cold,10.8,False,False,True,False,5,spring,2,False
2023-05-04,17.1,3.3,11.3,0.0,0.0,0.0,0.0,15.0,24.5,46438.65,3.59,False,124,13.4,0.7000000000000001,-2.0999999999999996,-0.7000000000000001,cold,13.8,False,False,True,False,5,spring,3,False
2023-05-05,18.5,8.6,13.5,0.1,0.1,0.0,1.0,28.7,48.2,41448.9,4.21,False,125,12.6,0.03333333333333333,0.9000000000000004,0.06666666666666668,normal,9.9,False,False,False,False,5,spring,4,False
2023-05-06,10.9,8.3,9.3,12.1,12.1,0.0,14.0,24.5,43.2,0.0,1.25,False,126,11.299999999999999,6.933333333333333,-1.9999999999999982,5.166666666666667,normal,2.5999999999999996,True,False,False,False,5,spring,5,True
2023-05-07,15.0,6.1,10.5,0.0,0.0,0.0,0.0,21.7,40.0,50347.67,3.05,False,127,11.733333333333334,0.0,-1.2333333333333343,0.0,normal,8.9,False,False,False,False,5,spring,6,True
2023-05-08,16.6,5.3,11.0,0.0,0.0,0.0,0.0,24.3,45.0,50403.97,4.16,False,128,11.433333333333332,0.09999999999999999,-0.4333333333333318,-0.09999999999999999,normal,11.3,False,False,False,False,5,spring,0,False
2023-05-09,18.0,7.3,12.8,0.0,0.0,0.0,0.0,26.2,47.2,50400.0,4.79,False,129,12.866666666666667,0.0,-0.06666666666666643,0.0,normal,10.7,False,False,False,False,5,spring,1,False
2023-05-10,21.5,9.5,15.2,0.0,0.0,0.0,0.0,23.7,42.8,46378.17,4.53,False,130,14.033333333333331,0.03333333333333333,1.1666666666666679,-0.03333333333333333,normal,12.0,False,False,False,False,5,spring,2,False
2023-05-11,21.5,9.7,16.1,0.0,0.0,0.0,0.0,22.7,42.1,43200.0,4.38,False,131,14.733333333333334,0.0,1.3666666666666671,0.0,normal,11.8,False,False,False,False,5,spring,3,False
2023-05-12,21.6,12.1,16.8,0.0,0.0,0.0,0.0,23.8,44.3,50400.0,5.31,False,132,14.700000000000001,0.09999999999999999,2.0999999999999996,-0.09999999999999999,warm,9.500000000000002,False,False,False,False,5,spring,4,False
2023-05-13,22.0,11.6,15.9,0.0,0.0,0.0,0.0,27.5,48.2,50446.0,5.12,False,133,15.133333333333333,0.0,0.7666666666666675,0.0,normal,10.4,False,False,False,False,5,spring,5,True
2023-05-14,21.0,8.4,15.4,0.0,0.0,0.0,0.0,25.4,46.1,50041.25,4.34,False,134,16.233333333333334,0.0,-0.8333333333333339,0.0,normal,12.6,False,False,False,False,5,spring,6,True
2023-05-15,20.0,8.2,14.7,0.0,0.0,0.0,0.0,16.4,31.7,48396.33,3.47,False,135,15.0,0.26666666666666666,-0.3000000000000007,-0.26666666666666666,normal,11.8,False,False,False,False,5,spring,0,False
