time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,snowfall_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,sunshine_duration,et0_fao_evapotranspiration,is_forecast,day_of_year,temp_historical_mean,precip_historical_mean,temp_anomaly,precip_anomaly,temp_anomaly_category,temp_range,is_rainy,is_hot,is_cold,is_windy,month,season,day_of_week,is_weekend
2023-09-23,18.2,12.6,15.0,0.0,0.0,0.0,0.0,24.1,45.4,34798.07,2.38,False,266,14.166666666666666,0.03333333333333333,0.8333333333333339,-0.03333333333333333,normal,5.6,False,False,False,False,9,autumn,5,True
2023-09-24,19.3,9.9,14.4,0.0,0.0,0.0,0.0,10.8,20.9,38748.03,2.23,False,267,14.033333333333331,0.0,0.3666666666666689,0.0,normal,9.4,False,False,False,False,9,autumn,6,True
2023-09-25,21.5,9.1,15.2,0.0,0.0,0.0,0.0,14.1,28.1,39102.5,2.44,False,268,13.666666666666666,3.933333333333333,1.5333333333333332,-3.933333333333333,normal,12.4,False,False,False,False,9,autumn,0,False
2023-09-26,24.0,11.7,17.8,0.0,0.0,0.0,0.0,12.7,22.3,37282.07,2.49,False,269,15.0,0.9666666666666668,2.8000000000000007,-0.9666666666666668,warm,12.3,False,False,False,False,9,autumn,1,False
2023-09-27,25.9,12.3,19.0,0.0,0.0,0.0,0.0,12.6,20.9,37547.5,2.58,False,270,16.166666666666668,1.6333333333333335,2.833333333333332,-1.6333333333333335,warm,13.599999999999998,False,True,False,False,9,autumn,2,False
2023-09-28,25.7,14.5,19.8,0.0,0.0,0.0,0.0,12.2,23.8,37864.68,2.63,False,271,15.966666666666667,0.3333333333333333,3.833333333333334,-0.3333333333333333,warm,11.2,False,True,False,False,9,autumn,3,False
2023-09-29,23.4,13.9,18.4,1.4,1.4,0.0,3.0,17.3,29.5,17846.84,1.49,False,272,13.966666666666667,0.6,4.433333333333332,0.7999999999999999,warm,9.499999999999998,True,False,False,False,9,autumn,4,False
2023-09-30,19.2,12.2,15.6,0.0,0.0,0.0,0.0,23.2,46.1,35996.46,2.24,False,273,11.5,0.0,4.1,0.0,warm,7.0,False,False,False,False,9,autumn,5,True
2023-10-01,19.9,12.9,16.1,0.3,0.3,0.0,2.0,16.5,31.7,19953.03,2.06,False,274,11.700000000000001,0.13333333333333333,4.4,0.16666666666666666,warm,6.999999999999998,False,False,False,False,10,autumn,6,True
2023-10-02,24.6,13.1,18.4,0.0,0.0,0.0,0.0,12.0,24.1,36305.7,2.18,False,275,12.433333333333332,4.066666666666666,5.966666666666667,-4.066666666666666,very_warm,11.500000000000002,False,False,False,False,10,autumn,0,False
2023-10-03,24.4,12.8,17.8,8.2,8.2,0.0,7.0,27.5,49.0,17207.35,2.43,False,276,11.933333333333332,4.633333333333333,5.866666666666669,3.5666666666666664,very_warm,11.599999999999998,True,False,False,False,10,autumn,1,False
2023-10-04,17.3,12.1,14.4,0.3,0.3,0.0,3.0,31.0,55.1,33635.26,2.35,False,277,11.6,4.2,2.8000000000000007,-3.9000000000000004,warm,5.200000000000001,False,False,False,False,10,autumn,2,False
2023-10-05,16.2,11.9,13.8,1.0,1.0,0.0,6.0,32.2,58.0,12491.65,1.44,False,278,12.133333333333335,0.8666666666666667,1.666666666666666,0.1333333333333333,normal,4.299999999999999,False,False,False,False,10,autumn,3,False
2023-10-06,17.8,10.9,14.5,1.7,1.7,0.0,2.0,27.1,46.4,8805.51,1.64,False,279,12.466666666666667,1.4000000000000001,2.033333333333333,0.2999999999999998,warm,6.9,True,False,False,False,10,autumn,4,False
2023-10-07,17.5,12.7,15.8,11.6,11.6,0.0,14.0,30.9,53.3,0.0,1.21,False,280,12.333333333333334,4.333333333333333,3.466666666666667,7.266666666666667,warm,4.800000000000001,True,False,False,False,10,autumn,5,True
2023-10-08,14.2,9.8,12.0,1.5,1.5,0.0,4.0,14.5,25.2,32403.18,1.65,False,281,12.333333333333334,1.6333333333333335,-0.3333333333333339,-0.13333333333333353,normal,4.399999999999999,True,False,False,False,10,autumn,6,True
2023-10-09,12.1,9.2,10.6,4.1,4.1,0.0,5.0,11.9,24.1,5045.48,0.85,False,282,12.9,3.266666666666666,-2.3000000000000007,0.8333333333333335,cold,2.9000000000000004,True,False,False,False,10,autumn,0,False
2023-10-10,16.8,10.4,14.0,2.0,2.0,0.0,9.0,17.1,32.4,12868.48,1.0,False,283,14.5,4.133333333333334,-0.5,-2.1333333333333337,normal,6.4,True,False,False,False,10,autumn,1,False
2023-10-11,22.5,14.0,18.3,0.0,0.0,0.0,0.0,23.9,41.4,33690.07,2.73,False,284,15.866666666666667,1.0333333333333334,2.4333333333333336,-1.0333333333333334,warm,8.5,False,False,False,False,10,autumn,2,False
2023-10-12,19.1,12.1,15.1,5.4,5.4,0.0,8.0,23.0,41.8,10019.85,1.23,False,285,12.200000000000001,2.1333333333333333,2.8999999999999986,3.266666666666667,warm,7.000000000000002,True,False,False,False,10,autumn,3,False
2023-10-13,21.0,11.6,16.9,0.5,0.5,0.0,3.0,30.2,51.1,12382.6,1.7,False,286,12.133333333333333,0.19999999999999998,4.766666666666666,0.30000000000000004,warm,9.4,False,False,False,False,10,autumn,4,False
2023-10-14,19.9,9.4,14.7,4.7,4.7,0.0,7.0,35.8,63.7,31222.19,2.59,False,287,11.633333333333333,3.5666666666666664,3.0666666666666664,1.1333333333333337,warm,10.499999999999998,True,False,False,False,10,autumn,5,True
2023-10-15,10.6,6.7,8.5,0.4,0.4,0.0,4.0,28.7,53.3,34342.96,1.92,False,288,9.6,0.39999999999999997,-1.0999999999999996,5.551115123125783e-17,normal,3.8999999999999995,False,False,False,False,10,autumn,6,True
2023-10-16,10.4,3.6,6.9,0.4,0.4,0.0,4.0,20.6,37.8,33954.26,1.09,False,289,8.733333333333334,0.3666666666666667,-1.833333333333334,0.033333333333333326,normal,6.800000000000001,False,False,True,False,10,autumn,0,False
2023-10-17,10.4,2.6,6.2,0.0,0.0,0.0,0.0,7.9,14.4,13429.12,0.84,False,290,8.5,0.16666666666666666,-2.3,-0.16666666666666666,cold,7.800000000000001,False,False,True,False,10,autumn,1,False
2023-10-18,11.7,0.2,5.9,0.0,0.0,0.0,0.0,20.0,33.5,32901.87,1.32,False,291,8.066666666666668,0.0,-2.166666666666668,0.0,cold,11.5,False,False,True,False,10,autumn,2,False
2023-10-19,8.3,6.3,7.1,4.2,4.2,0.0,14.0,21.9,38.2,0.0,0.64,False,292,8.233333333333333,1.4000000000000001,-1.1333333333333329,2.8,normal,2.000000000000001,True,False,False,False,10,autumn,3,False
2023-10-20,7.1,5.1,6.1,7.8,7.8,0.0,19.0,30.6,54.0,0.0,0.28,False,293,9.266666666666666,2.6,-3.166666666666666,5.199999999999999,cold,2.0,True,False,False,False,10,autumn,4,False
2023-10-21,17.2,6.1,10.6,0.0,0.0,0.0,0.0,22.9,46.1,31130.57,0.98,False,294,11.766666666666666,0.5,-1.166666666666666,-0.5,normal,11.1,False,False,False,False,10,autumn,5,True
2023-10-22,15.9,7.2,12.4,1.4,1.4,0.0,2.0,16.5,31.3,29660.6,1.26,False,295,13.366666666666667,1.6333333333333335,-0.9666666666666668,-0.23333333333333361,normal,8.7,True,False,False,False,10,autumn,6,True
2023-10-23,14.9,8.1,11.2,0.3,0.3,0.0,2.0,12.9,21.2,28795.94,1.0,False,296,12.233333333333334,1.2666666666666666,-1.033333333333335,-0.9666666666666666,normal,6.800000000000001,False,False,False,False,10,autumn,0,False
2023-10-24,14.1,9.9,11.6,8.9,8.9,0.0,9.0,17.8,30.6,0.0,0.53,False,297,10.733333333333334,3.0,0.8666666666666654,5.9,normal,4.199999999999999,True,False,False,False,10,autumn,1,False
2023-10-25,13.4,9.0,10.6,0.2,0.2,0.0,2.0,16.2,26.6,23310.83,0.86,False,298,9.533333333333333,0.5666666666666667,1.0666666666666664,-0.36666666666666664,normal,4.4,False,False,False,False,10,autumn,2,False
2023-10-26,11.4,8.4,9.9,6.5,6.5,0.0,10.0,16.9,29.5,0.0,0.42,False,299,9.6,4.133333333333334,0.3000000000000007,2.3666666666666663,normal,3.0,True,False,False,False,10,autumn,3,False
2023-10-27,10.9,8.3,9.4,7.1,7.1,0.0,12.0,12.7,24.1,0.0,0.38,False,300,9.033333333333333,3.266666666666667,0.36666666666666714,3.8333333333333326,normal,2.5999999999999996,True,False,False,False,10,autumn,4,False
2023-10-28,11.9,8.5,9.7,5.1,5.1,0.0,14.0,11.4,22.3,4475.84,0.51,False,301,9.933333333333332,4.333333333333333,-0.2333333333333325,0.7666666666666666,normal,3.4000000000000004,True,False,False,False,10,autumn,5,True
2023-10-29,16.1,8.4,12.0,5.1,5.1,0.0,11.0,27.2,48.2,4383.84,1.01,False,302,11.333333333333334,1.8999999999999997,0.6666666666666661,3.2,normal,7.700000000000001,True,False,False,False,10,autumn,6,True
2023-10-30,15.3,11.1,12.8,0.0,0.0,0.0,0.0,23.3,41.4,12570.26,1.12,False,303,12.033333333333333,2.766666666666667,0.7666666666666675,-2.766666666666667,normal,4.200000000000001,False,False,False,False,10,autumn,0,False
2023-10-31,12.8,8.0,11.2,3.7,3.7,0.0,12.0,34.4,61.9,13507.52,0.93,False,304,10.666666666666666,1.2333333333333334,0.5333333333333332,2.466666666666667,normal,4.800000000000001,True,False,False,False,10,autumn,1,False
2023-11-01,14.4,6.4,10.1,0.3,0.3,0.0,2.0,18.8,34.9,22065.5,0.81,False,305,10.766666666666666,1.7333333333333334,-0.6666666666666661,-1.4333333333333333,normal,8.0,False,False,False,False,11,autumn,2,False
2023-11-02,13.9,8.4,11.2,4.1,4.1,0.0,6.0,23.2,40.3,15044.85,1.05,False,306,10.966666666666667,1.5,0.2333333333333325,2.5999999999999996,normal,5.5,True,False,False,False,11,autumn,3,False
2023-11-03,11.0,7.8,9.5,0.0,0.0,0.0,0.0,17.8,29.5,5913.43,0.71,False,307,8.9,0.26666666666666666,0.5999999999999996,-0.26666666666666666,normal,3.2,False,False,False,False,11,autumn,4,False
2023-11-04,11.1,6.7,8.8,1.7,1.7,0.0,3.0,24.7,45.0,26681.19,1.44,False,308,7.933333333333334,0.5666666666666667,0.8666666666666671,1.1333333333333333,normal,4.3999999999999995,True,False,False,False,11,autumn,5,True
2023-11-05,12.4,8.1,9.7,8.4,8.4,0.0,10.0,29.4,52.9,11511.23,0.84,False,309,9.200000000000001,2.8000000000000003,0.4999999999999982,5.6,normal,4.300000000000001,True,False,False,False,11,autumn,6,True
2023-11-06,12.6,8.8,10.3,2.6,2.6,0.0,5.0,31.7,58.0,27305.74,1.59,False,310,8.6,0.8666666666666667,1.700000000000001,1.7333333333333334,normal,3.799999999999999,True,False,False,False,11,autumn,0,False
2023-11-07,11.9,6.9,9.0,0.0,0.0,0.0,0.0,25.0,44.3,27168.48,1.02,False,311,6.8,0.0,2.2,0.0,warm,5.0,False,False,False,False,11,autumn,1,False
2023-11-08,10.8,6.2,7.8,1.4,1.4,0.0,2.0,25.5,46.4,13819.63,0.77,False,312,5.866666666666667,0.4666666666666666,1.9333333333333327,0.9333333333333333,normal,4.6000000000000005,True,False,False,False,11,autumn,2,False
2023-11-09,11.6,5.9,9.1,0.3,0.3,0.0,2.0,21.9,38.5,9377.21,1.18,False,313,6.233333333333333,0.09999999999999999,2.8666666666666663,0.2,warm,5.699999999999999,False,False,False,False,11,autumn,3,False
2023-11-10,10.8,4.8,8.0,0.2,0.2,0.0,2.0,19.4,36.0,24517.97,0.73,False,314,6.433333333333334,0.13333333333333333,1.5666666666666664,0.06666666666666668,normal,6.000000000000001,False,False,True,False,11,autumn,4,False
2023-11-11,9.1,3.1,5.6,0.7,0.7,0.0,3.0,11.8,20.2,25054.09,0.59,False,315,4.566666666666666,0.6666666666666666,1.0333333333333332,0.033333333333333326,normal,6.0,False,False,True,False,11,autumn,5,True
2023-11-12,7.8,3.8,5.5,1.1,1.1,0.0,5.0,15.9,29.2,10557.9,0.34,False,316,5.833333333333333,0.5,-0.33333333333333304,0.6000000000000001,normal,4.0,True,False,True,False,11,autumn,6,True
2023-11-13,9.9,1.6,5.4,4.5,4.5,0.0,5.0,24.3,41.8,25730.48,0.57,False,317,6.7,1.5333333333333332,-1.2999999999999998,2.966666666666667,normal,8.3,True,False,True,False,11,autumn,0,False
2023-11-14,12.6,8.9,10.6,0.8,0.8,0.0,6.0,36.1,72.7,20131.21,1.3,False,318,8.433333333333332,1.9666666666666668,2.166666666666668,-1.1666666666666667,warm,3.6999999999999993,False,False,False,False,11,autumn,1,False
2023-11-15,9.3,4.7,7.6,1.9,1.9,0.0,7.0,24.4,42.5,0.0,0.45,False,319,6.3999999999999995,4.6,1.2000000000000002,-2.6999999999999997,normal,4.6000000000000005,True,False,True,False,11,autumn,2,False
2023-11-16,8.6,2.0,6.2,2.5,2.5,0.0,6.0,24.6,45.0,19934.8,0.61,False,320,6.3999999999999995,2.6,-0.1999999999999993,-0.10000000000000009,normal,6.6,True,False,True,False,11,autumn,3,False
2023-11-17,5.7,1.0,3.9,0.0,0.0,0.0,0.0,26.2,47.5,0.0,0.49,False,321,4.5,2.3666666666666667,-0.6000000000000001,-2.3666666666666667,normal,4.7,False,False,True,False,11,autumn,4,False
2023-11-18,6.2,1.8,3.9,0.1,0.1,0.0,1.0,17.8,29.9,22235.04,0.41,False,322,4.3,1.2666666666666668,-0.3999999999999999,-1.1666666666666667,normal,4.4,False,False,True,False,11,autumn,5,True
2023-11-19,11.5,3.8,7.4,8.9,8.1,0.56,17.0,25.8,46.4,17728.78,0.51,False,323,4.833333333333333,3.9,2.5666666666666673,5.0,warm,7.7,True,False,True,False,11,autumn,6,True
2023-11-20,10.9,8.2,9.2,15.8,15.8,0.0,21.0,16.5,29.9,6281.7,0.31,False,324,4.8,16.566666666666666,4.3999999999999995,-0.7666666666666657,warm,2.700000000000001,True,False,False,False,11,autumn,0,False
2023-11-21,8.1,-0.2,3.5,1.9,1.9,0.07,4.0,18.1,33.1,0.0,0.36,False,325,1.2666666666666666,0.8333333333333334,2.2333333333333334,1.0666666666666664,warm,8.299999999999999,True,False,True,False,11,autumn,1,False
2023-11-22,0.8,-4.2,-1.2,0.0,0.0,0.0,0.0,21.2,36.0,20687.63,0.48,False,326,-0.7999999999999999,0.13333333333333333,-0.4,-0.13333333333333333,normal,5.0,False,False,True,False,11,autumn,2,False
2023-11-23,10.8,0.6,7.5,4.9,4.8,0.07,10.0,42.2,79.6,0.0,0.87,False,327,2.0,1.7333333333333334,5.5,3.166666666666667,very_warm,10.200000000000001,True,False,True,True,11,autumn,3,False
2023-11-24,7.4,1.0,3.8,4.4,0.7,2.59,7.0,34.6,60.8,18451.93,0.76,False,328,1.9333333333333333,1.7333333333333334,1.8666666666666665,2.666666666666667,normal,6.4,True,False,True,False,11,autumn,4,False
2023-11-25,3.0,-0.7,0.9,0.4,0.1,0.21,2.0,21.5,37.8,16282.92,0.43,False,329,3.566666666666667,3.9333333333333336,-2.666666666666667,-3.5333333333333337,cold,3.7,False,False,True,False,11,autumn,5,True
2023-11-26,0.8,-3.0,-1.5,0.0,0.0,0.0,0.0,14.0,25.9,23473.12,0.36,False,330,4.066666666666667,0.0,-5.566666666666667,0.0,very_cold,3.8,False,False,True,False,11,autumn,6,True
2023-11-27,1.6,-2.6,-0.2,2.4,0.1,1.61,10.0,21.5,36.7,0.0,0.28,False,331,3.5333333333333337,1.4333333333333333,-3.733333333333334,0.9666666666666666,cold,4.2,True,False,True,False,11,autumn,0,False
2023-11-28,0.1,-4.5,-1.7,1.8,0.0,1.26,10.0,22.7,39.6,8078.87,0.34,False,332,3.0666666666666664,2.3333333333333335,-4.766666666666667,-0.5333333333333334,cold,4.6,True,False,True,False,11,autumn,1,False
2023-11-29,0.8,-5.6,-1.0,3.0,0.0,2.1,15.0,23.8,40.7,3600.0,0.41,False,333,3.8333333333333335,4.333333333333333,-4.833333333333334,-1.333333333333333,cold,6.3999999999999995,True,False,True,False,11,autumn,2,False
2023-11-30,-1.1,-7.9,-4.5,0.0,0.0,0.0,0.0,18.1,36.7,22843.74,0.25,False,334,1.9000000000000001,0.3333333333333333,-6.4,-0.3333333333333333,very_cold,6.800000000000001,False,False,True,False,11,autumn,3,False
2023-12-01,-2.9,-7.8,-5.7,0.0,0.0,0.0,0.0,10.1,14.4,21045.09,0.21,False,335,0.13333333333333316,0.0,-5.833333333333333,0.0,very_cold,4.9,False,False,True,False,12,winter,4,False
2023-12-02,-1.8,-4.7,-3.4,0.0,0.0,0.0,0.0,15.0,25.6,259.69,0.14,False,336,-0.7666666666666666,0.0,-2.6333333333333333,0.0,cold,2.9000000000000004,False,False,True,False,12,winter,5,True
2023-12-03,-1.0,-5.6,-2.9,0.0,0.0,0.0,0.0,13.3,24.8,18387.71,0.21,False,337,0.5333333333333333,0.0,-3.433333333333333,0.0,cold,4.6,False,False,True,False,12,winter,6,True
2023-12-04,-0.9,-5.2,-3.0,0.0,0.0,0.0,0.0,18.4,31.0,436.39,0.27,False,338,1.3,0.43333333333333335,-4.3,-0.43333333333333335,cold,4.3,False,False,True,False,12,winter,0,False
2023-12-05,-0.6,-3.5,-1.6,0.8,0.1,0.49,7.0,20.5,35.3,0.0,0.27,False,339,1.7333333333333334,1.3333333333333333,-3.3333333333333335,-0.5333333333333332,cold,2.9,False,False,True,False,12,winter,1,False
2023-12-06,0.6,-0.8,0.0,2.0,1.0,0.7,11.0,15.9,27.7,0.0,0.12,False,340,1.8666666666666665,0.7000000000000001,-1.8666666666666665,1.2999999999999998,normal,1.4,True,False,True,False,12,winter,2,False
2023-12-07,1.0,-0.9,0.1,0.0,0.0,0.0,0.0,8.0,13.0,0.0,0.13,False,341,3.266666666666667,3.1999999999999997,-3.166666666666667,-3.1999999999999997,cold,1.9,False,False,True,False,12,winter,3,False
2023-12-08,1.3,-0.9,0.3,1.7,0.1,1.12,4.0,21.2,38.2,7272.26,0.21,False,342,5.133333333333333,3.5333333333333337,-4.833333333333333,-1.8333333333333337,cold,2.2,True,False,True,False,12,winter,4,False
2023-12-09,4.6,0.7,2.1,0.7,0.7,0.0,3.0,20.3,34.6,14355.55,0.2,False,343,5.7,2.4666666666666663,-3.6,-1.7666666666666664,cold,3.8999999999999995,False,False,True,False,12,winter,5,True
2023-12-10,7.1,1.1,4.7,8.1,7.9,0.14,16.0,27.4,46.4,2234.91,0.3,False,344,5.966666666666666,3.6333333333333333,-1.2666666666666657,4.466666666666667,normal,6.0,True,False,True,False,12,winter,6,True
2023-12-11,8.4,5.2,7.0,17.4,17.4,0.0,16.0,27.7,49.7,6548.16,0.32,False,345,6.133333333333333,5.833333333333333,0.8666666666666671,11.566666666666666,normal,3.2,True,False,False,False,12,winter,0,False
2023-12-12,6.7,3.0,5.3,1.8,1.8,0.0,9.0,23.4,41.8,8744.88,0.18,False,346,3.9333333333333336,0.6,1.3666666666666663,1.2000000000000002,normal,3.7,True,False,True,False,12,winter,1,False
2023-12-13,4.9,2.8,4.1,9.3,9.3,0.0,14.0,19.7,33.8,0.0,0.15,False,347,3.6999999999999997,3.1,0.3999999999999999,6.200000000000001,normal,2.1000000000000005,True,False,True,False,12,winter,2,False
2023-12-14,3.7,1.3,2.7,1.5,1.5,0.0,5.0,15.3,26.6,0.0,0.16,False,348,2.766666666666667,0.5,-0.06666666666666687,1.0,normal,2.4000000000000004,True,False,True,False,12,winter,3,False
2023-12-15,5.4,-0.3,2.8,0.5,0.5,0.0,3.0,14.8,27.4,0.0,0.15,False,349,2.3000000000000003,0.6333333333333333,0.49999999999999956,-0.1333333333333333,normal,5.7,False,False,True,False,12,winter,4,False
2023-12-16,7.8,4.9,6.7,0.1,0.1,0.0,1.0,23.2,39.6,14835.17,0.46,False,350,4.7,1.0333333333333334,2.0,-0.9333333333333335,normal,2.8999999999999995,False,False,True,False,12,winter,5,True
2023-12-17,9.8,6.5,7.9,0.0,0.0,0.0,0.0,24.0,41.0,2061.35,0.54,False,351,6.1000000000000005,0.39999999999999997,1.7999999999999998,-0.39999999999999997,normal,3.3000000000000007,False,False,False,False,12,winter,6,True
2023-12-18,7.1,5.1,6.2,0.0,0.0,0.0,0.0,22.5,38.2,0.0,0.56,False,352,6.699999999999999,0.13333333333333333,-0.4999999999999991,-0.13333333333333333,normal,2.0,False,False,False,False,12,winter,0,False
2023-12-19,7.3,5.6,6.8,7.0,7.0,0.0,13.0,21.2,36.7,0.0,0.52,False,353,7.266666666666667,2.6999999999999997,-0.4666666666666668,4.300000000000001,normal,1.7000000000000002,True,False,False,False,12,winter,1,False
2023-12-20,6.5,4.0,5.3,5.8,5.8,0.0,15.0,33.4,63.7,0.0,0.3,False,354,7.266666666666667,3.466666666666667,-1.9666666666666668,2.333333333333333,normal,2.5,True,False,True,False,12,winter,2,False
2023-12-21,8.7,4.0,6.7,18.1,17.7,0.28,19.0,37.8,72.0,0.0,0.47,False,355,5.866666666666667,6.1000000000000005,0.833333333333333,12.0,normal,4.699999999999999,True,False,True,False,12,winter,3,False
2023-12-22,4.3,1.0,2.9,2.2,0.8,0.98,5.0,39.7,78.1,21851.14,0.94,False,356,3.5,1.3,-0.6000000000000001,0.9000000000000001,normal,3.3,True,False,True,False,12,winter,4,False
2023-12-23,3.0,0.4,1.8,3.1,1.7,0.98,13.0,28.7,55.1,0.0,0.37,False,357,2.966666666666667,2.266666666666667,-1.1666666666666667,0.833333333333333,normal,2.6,True,False,True,False,12,winter,5,True
2023-12-24,10.6,0.9,6.9,12.4,10.9,1.05,22.0,31.2,57.6,0.0,0.31,False,358,2.4000000000000004,4.8,4.5,7.6000000000000005,warm,9.7,True,False,True,False,12,winter,6,True
2023-12-25,10.4,7.9,9.3,5.9,5.9,0.0,9.0,31.6,61.6,18000.0,0.6,False,359,1.8333333333333337,1.9666666666666668,7.466666666666667,3.9333333333333336,very_warm,2.5,True,False,False,False,12,winter,0,False
2023-12-26,9.6,4.4,8.2,16.6,16.6,0.0,14.0,32.6,59.0,19519.77,0.65,False,360,2.1333333333333333,5.6000000000000005,6.066666666666666,11.0,very_warm,5.199999999999999,True,False,True,False,12,winter,1,False
2023-12-27,5.0,1.6,3.7,0.0,0.0,0.0,0.0,24.1,41.4,21455.46,0.4,False,361,3.1333333333333333,0.16666666666666666,0.5666666666666669,-0.16666666666666666,normal,3.4,False,False,True,False,12,winter,2,False
2023-12-28,10.1,4.7,7.9,0.0,0.0,0.0,0.0,25.9,45.7,18227.0,1.21,False,362,3.533333333333333,0.0,4.366666666666667,0.0,warm,5.3999999999999995,False,False,True,False,12,winter,3,False
2023-12-29,10.6,7.4,8.8,6.9,6.9,0.0,7.0,30.4,52.6,10800.0,1.09,False,363,3.1,2.6,5.700000000000001,4.300000000000001,very_warm,3.1999999999999993,True,False,False,False,12,winter,4,False
2023-12-30,8.4,4.2,6.0,2.6,2.6,0.0,6.0,29.8,59.0,21439.88,0.55,False,364,1.5999999999999999,1.0666666666666667,4.4,1.5333333333333334,warm,4.2,True,False,True,False,12,winter,5,True
2023-12-31,7.4,2.9,5.5,1.6,1.6,0.0,3.0,18.6,31.3,7979.87,0.4,False,365,2.6666666666666665,1.3666666666666665,2.8333333333333335,0.23333333333333361,warm,4.5,True,False,True,False,12,winter,6,True
2024-01-01,7.3,3.4,5.2,1.9,1.9,0.0,7.0,19.7,36.0,17859.23,0.41,False,1,4.1000000000000005,1.3333333333333333,1.0999999999999996,0.5666666666666667,normal,3.9,True,False,True,False,1,winter,0,False
2024-01-02,7.2,2.5,4.5,8.5,8.1,0.28,14.0,20.2,35.6,0.0,0.16,False,2,3.233333333333333,6.2,1.266666666666667,2.3,normal,4.7,True,False,True,False,1,winter,1,False
2024-01-03,10.6,7.2,8.7,10.8,10.8,0.0,13.0,27.8,47.9,3789.2,0.79,False,3,2.9666666666666663,6.366666666666667,5.7333333333333325,4.433333333333334,very_warm,3.3999999999999995,True,False,False,False,1,winter,2,False
2024-01-04,7.2,-2.2,3.7,2.8,2.8,0.0,15.0,33.1,61.9,0.0,0.3,False,4,-0.06666666666666658,1.0666666666666667,3.7666666666666666,1.7333333333333332,warm,9.4,True,False,True,False,1,winter,3,False
2024-01-05,0.9,-0.7,0.4,5.4,1.4,2.8,14.0,21.3,36.7,0.0,0.15,False,5,-1.3333333333333333,4.9,1.7333333333333334,0.5,normal,1.6,True,False,True,False,1,winter,4,False
2024-01-06,0.9,-1.9,-0.5,1.3,0.0,0.98,10.0,18.4,32.4,0.0,0.26,False,6,0.5333333333333335,4.633333333333334,-1.0333333333333337,-3.333333333333334,normal,2.8,True,False,True,False,1,winter,5,True
2024-01-07,-0.4,-7.6,-3.0,0.5,0.0,0.35,2.0,22.6,38.9,5344.28,0.52,False,7,-1.4333333333333336,0.7999999999999999,-1.5666666666666664,-0.29999999999999993,normal,7.199999999999999,False,False,True,False,1,winter,6,True
2024-01-08,-3.9,-9.2,-7.0,0.0,0.0,0.0,0.0,21.9,38.5,23225.03,0.55,False,8,-4.333333333333333,0.13333333333333333,-2.666666666666667,-0.13333333333333333,cold,5.299999999999999,False,False,True,False,1,winter,0,False
2024-01-09,-4.1,-10.6,-7.9,0.0,0.0,0.0,0.0,8.7,17.6,23340.53,0.38,False,9,-4.8,5.966666666666666,-3.1000000000000005,-5.966666666666666,cold,6.5,False,False,True,False,1,winter,1,False
2024-01-10,-1.9,-8.9,-6.7,0.0,0.0,0.0,0.0,9.3,19.1,23453.27,0.42,False,10,-3.8333333333333335,1.5999999999999999,-2.8666666666666667,-1.5999999999999999,cold,7.0,False,False,True,False,1,winter,2,False
2024-01-11,-0.2,-7.2,-2.7,0.0,0.0,0.0,0.0,17.7,31.7,0.0,0.17,False,11,-3.0666666666666664,0.7999999999999999,0.36666666666666625,-0.7999999999999999,normal,7.0,False,False,True,False,1,winter,3,False
2024-01-12,0.6,-1.6,-0.6,0.0,0.0,0.0,0.0,17.4,31.0,0.0,0.16,False,12,-2.766666666666667,0.26666666666666666,2.166666666666667,-0.26666666666666666,warm,2.2,False,False,True,False,1,winter,4,False
2024-01-13,2.2,0.5,1.5,2.2,2.2,0.0,16.0,28.9,50.4,0.0,0.18,False,13,-0.43333333333333335,1.7,1.9333333333333333,0.5000000000000002,normal,1.7000000000000002,True,False,True,False,1,winter,5,True
2024-01-14,2.8,0.9,1.7,4.4,3.4,0.7,15.0,27.1,47.5,0.0,0.2,False,14,1.0999999999999999,3.466666666666667,0.6000000000000001,0.9333333333333336,normal,1.9,True,False,True,False,1,winter,6,True
2024-01-15,2.2,-4.2,0.7,1.0,0.3,0.49,8.0,35.3,64.4,13422.91,0.49,False,15,1.9000000000000001,0.3666666666666667,-1.2000000000000002,0.6333333333333333,normal,6.4,False,False,True,False,1,winter,0,False
2024-01-16,1.0,-2.8,-1.1,3.1,0.0,2.17,10.0,22.4,39.6,7794.81,0.34,False,16,1.7,1.0333333333333334,-2.8,2.0666666666666664,cold,3.8,True,False,True,False,1,winter,1,False
2024-01-17,-0.2,-4.6,-2.6,2.2,0.0,1.54,6.0,15.6,25.9,12968.04,0.34,False,17,-0.20000000000000004,0.9666666666666668,-2.4,1.2333333333333334,cold,4.3999999999999995,True,False,True,False,1,winter,2,False
2024-01-18,0.4,-5.2,-2.7,0.2,0.0,0.14,1.0,13.2,22.3,13052.84,0.29,False,18,-2.033333333333333,0.4666666666666666,-0.666666666666667,-0.2666666666666666,normal,5.6000000000000005,False,False,True,False,1,winter,3,False
2024-01-19,1.8,-5.2,-1.4,0.0,0.0,0.0,0.0,24.5,47.5,24847.46,0.6,False,19,-0.8333333333333334,0.0,-0.5666666666666665,0.0,normal,7.0,False,False,True,False,1,winter,4,False
