date,day_of_week,day_of_month,week_of_year,month,quarter,year,is_weekend,is_winter,is_spring,is_summer,is_fall,is_christmas_season,is_easter_season,demand_proxy,day_of_year,temperature_2m_mean,temp_warm,temp_cold,temp_moderate,is_rainy,temperature_2m_mean_lag7,temperature_2m_mean_lag14,temperature_2m_mean_rolling7,sentiment_lag7,sentiment_lag14,sentiment_rolling7,event_count_lag7,event_count_lag14,event_count_rolling7,precipitation_sum,sunshine_duration,event_count,sentiment,pred_random_forest,pred_gradient_boosting,pred_ridge,demand_forecast,forecast_lower,forecast_upper
2026-04-10,4,10,15,4,2,2026,0,0,1,0,0,0,1,54.06262911197099,100,11.833333333333334,0,0,1,0,7.599999999999999,5.5,9.214285714285714,0,0,0,0,0,0,0,0,0,0,49.78951181950867,51.43828834802402,47.98322992973809,49.73701003242359,42.27645852756005,57.19756153728712
2026-04-11,5,11,15,4,2,2026,1,0,1,0,0,0,1,66.78120014285412,101,10.066666666666668,0,0,1,0,7.833333333333333,7.066666666666666,9.533333333333333,0,0,0,0,0,0,0,0,0,0,57.9785530155168,57.56768429835929,58.0641454514748,57.870127588450295,49.189608450182746,66.55064672671783
2026-04-12,6,12,15,4,2,2026,1,0,1,0,0,0,1,59.63994939209833,102,10.6,0,0,1,0,6.466666666666666,7.966666666666666,10.123809523809523,0,0,0,0,0,0,0,0,0,0,58.39859535903532,60.901390736293,58.20806490299287,59.169350332773725,50.293947782857664,68.04475288268978
2026-04-13,0,13,16,4,2,2026,0,0,1,0,0,0,0,55.01766448946012,103,13.133333333333333,0,0,1,0,7.166666666666667,8.633333333333333,10.976190476190476,0,0,0,0,0,0,0,0,0,0,48.99316981714566,50.06227670204655,49.77261678745491,49.609354435549044,42.16795127021668,57.0507576008814
2026-04-14,1,14,16,4,2,2026,0,0,1,0,0,0,0,51.808180125238174,104,13.233333333333334,0,0,1,0,8.9,10.333333333333334,11.595238095238093,0,0,0,0,0,0,0,0,0,0,49.02622083397524,50.476562092901965,49.694686492656864,49.73248980651135,42.27261633553465,57.19236327748805
2026-04-15,2,15,16,4,2,2026,0,0,1,0,0,0,0,46.774401226974376,105,13.4,0,0,1,0,11.033333333333333,9.299999999999999,11.933333333333334,0,0,0,0,0,0,0,0,0,0,48.76775602844999,49.42120977621058,49.51804105659849,49.23566895375302,41.85031861069007,56.621019296815966
2026-04-16,3,16,16,4,2,2026,0,0,1,0,0,0,0,51.80697802754207,106,12.699999999999998,0,0,1,0,11.266666666666666,8.4,12.138095238095238,0,0,0,0,0,0,0,0,0,0,49.71044025213062,50.4716689786749,49.18651419541639,49.78954114207397,42.321109970762876,57.25797231338506
2026-04-17,4,17,16,4,2,2026,0,0,1,0,0,0,0,57.690182832329846,107,11.366666666666667,0,0,1,0,11.833333333333334,7.599999999999999,12.071428571428571,0,0,0,0,0,0,0,0,0,0,49.57832039420361,50.18678607455253,48.6636363669538,49.47624761190331,42.054810470117815,56.8976847536888
2026-04-18,5,18,16,4,2,2026,1,0,1,0,0,0,0,59.82086980445024,108,8.833333333333334,0,0,1,0,10.066666666666668,7.833333333333333,11.895238095238097,0,0,0,0,0,0,0,0,0,0,57.71759396209141,56.833872583801586,58.56120729521426,57.70422461370242,49.048590921647055,66.35985830575778
2026-04-19,6,19,16,4,2,2026,1,0,1,0,0,0,0,67.82321827907003,109,7.3,0,0,1,0,10.6,6.466666666666666,11.423809523809524,0,0,0,0,0,0,0,0,0,0,57.59955820448669,57.52565289196983,57.95420024356215,57.69313711333956,49.03916654633863,66.34710768034049
2026-04-20,0,20,17,4,2,2026,0,0,1,0,0,0,0,36.901274479551276,110,9.233333333333334,0,0,1,0,13.133333333333333,7.166666666666667,10.866666666666669,0,0,0,0,0,0,0,0,0,0,47.25880056858211,47.05120386739986,48.66175962143007,47.65725468580401,40.50866648293341,54.80584288867461
2026-04-21,1,21,17,4,2,2026,0,0,1,0,0,0,0,54.10951252187612,111,10.9,0,0,1,0,13.233333333333334,8.9,10.533333333333333,0,0,0,0,0,0,0,0,0,0,49.70447490282596,50.13347156899567,49.05221731023977,49.630054594020464,42.185546404917396,57.07456278312353
2026-04-22,2,22,17,4,2,2026,0,0,1,0,0,0,0,50.435235341190854,112,10.200000000000001,0,0,1,0,13.4,11.033333333333333,10.076190476190476,0,0,0,0,0,0,0,0,0,0,47.15834268306806,47.13433978046585,48.80520272129014,47.69929506160801,40.54440080236681,54.85418932084921
2026-04-23,3,23,17,4,2,2026,0,0,1,0,0,0,0,48.50496324767066,113,9.333333333333334,0,0,1,0,12.699999999999998,11.266666666666666,9.595238095238097,0,0,0,0,0,0,0,0,0,0,47.23562673264847,47.06622401397001,48.48527667674773,47.595709141122065,40.45635276995375,54.73506551229037
2026-04-24,4,24,17,4,2,2026,0,0,1,0,0,0,0,50.458803882677515,114,9.700000000000001,0,0,1,0,11.366666666666667,11.833333333333334,9.357142857142858,0,0,0,0,0,0,0,0,0,0,46.61797961760872,47.03384195214116,48.546423445779055,47.39941500517631,40.28950275439986,54.50932725595275
2026-04-25,5,25,17,4,2,2026,1,0,1,0,0,0,0,50.06215542699554,115,8.333333333333334,0,0,1,0,8.833333333333334,10.066666666666668,9.285714285714286,0,0,0,0,0,0,0,0,0,0,56.92377595789597,57.97726736362036,58.730344578402196,57.87712929997284,49.19555990497692,66.55869869496877
2026-04-26,6,26,17,4,2,2026,1,0,1,0,0,0,0,58.90164056081244,116,7.166666666666667,0,0,1,0,7.3,10.6,9.266666666666667,0,0,0,0,0,0,0,0,0,0,56.72598341413498,57.903362798543206,58.387976158445596,57.672440790374594,49.021574671818406,66.32330690893077
2026-04-27,0,27,18,4,2,2026,0,0,1,0,0,0,0,51.78556285755873,117,8.533333333333333,0,0,1,0,9.233333333333334,13.133333333333333,9.166666666666668,0,0,0,0,0,0,0,0,0,0,46.93785220406483,47.30367129256538,49.04176947116475,47.76109765593165,40.5969330075419,54.92526230432139
2026-04-28,1,28,18,4,2,2026,0,0,1,0,0,0,0,57.38947022370758,118,11.933333333333332,0,0,1,0,10.9,13.233333333333334,9.314285714285715,0,0,0,0,0,0,0,0,0,0,49.855678687732464,49.86276446871572,49.79741271093688,49.838618622461695,42.362825829092436,57.314411415830946
